Roll_No,Semester,Subject,Internal,External,Total,Grade
IT2026019,1,Python Programming,23,54,77,A
IT2026019,1,Mathematics I,20,53,73,A
IT2026019,1,Communication Skills,22,58,80,A+
IT2026019,1,Digital Electronics,22,50,72,A
IT2026020,1,Python Programming,23,49,72,A
IT2026020,1,Mathematics I,26,49,75,A
IT2026020,1,Communication Skills,23,49,72,A
IT2026020,1,Digital Electronics,25,53,78,A
IT2026021,1,Python Programming,21,56,77,A
IT2026021,1,Mathematics I,24,56,80,A+
IT2026021,1,Communication Skills,22,58,80,A+
IT2026021,1,Digital Electronics,23,53,76,A
IT2026022,1,Python Programming,29,68,97,O
IT2026022,1,Mathematics I,26,64,90,O
IT2026022,1,Communication Skills,24,61,85,A+
IT2026022,1,Digital Electronics,29,70,99,O
IT2026023,1,Python Programming,16,40,56,B
IT2026023,1,Mathematics I,20,36,56,B
IT2026023,1,Communication Skills,18,47,65,B+
IT2026023,1,Digital Electronics,15,44,59,B
IT2026024,1,Python Programming,20,50,70,A
IT2026024,1,Mathematics I,25,52,77,A
IT2026024,1,Communication Skills,22,48,70,A
IT2026024,1,Digital Electronics,26,50,76,A
IT2026025,1,Python Programming,21,36,57,B
IT2026025,1,Mathematics I,15,36,51,B
IT2026025,1,Communication Skills,18,41,59,B
IT2026025,1,Digital Electronics,22,40,62,B+
IT2026026,1,Python Programming,20,39,59,B
IT2026026,1,Mathematics I,16,35,51,B
IT2026026,1,Communication Skills,17,47,64,B+
IT2026026,1,Digital Electronics,15,45,60,B+
IT2026027,1,Python Programming,26,69,95,O
IT2026027,1,Mathematics I,27,70,97,O
IT2026027,1,Communication Skills,27,68,95,O
IT2026027,1,Digital Electronics,25,58,83,A+
IT2026028,1,Python Programming,27,58,85,A+
IT2026028,1,Mathematics I,29,70,99,O
IT2026028,1,Communication Skills,29,64,93,O
IT2026028,1,Digital Electronics,25,67,92,O
IT2026029,1,Python Programming,10,25,35,F
IT2026029,1,Mathematics I,14,28,42,C
IT2026029,1,Communication Skills,14,29,43,C
IT2026029,1,Digital Electronics,11,25,36,F
IT2026030,1,Python Programming,21,37,58,B
IT2026030,1,Mathematics I,21,43,64,B+
IT2026030,1,Communication Skills,20,36,56,B
IT2026030,1,Digital Electronics,15,41,56,B
IT2026031,1,Python Programming,22,36,58,B
IT2026031,1,Mathematics I,21,44,65,B+
IT2026031,1,Communication Skills,21,39,60,B+
IT2026031,1,Digital Electronics,21,35,56,B
IT2026032,1,Python Programming,17,47,64,B+
IT2026032,1,Mathematics I,22,48,70,A
IT2026032,1,Communication Skills,16,41,57,B
IT2026032,1,Digital Electronics,18,41,59,B
IT2026033,1,Python Programming,21,43,64,B+
IT2026033,1,Mathematics I,21,48,69,B+
IT2026033,1,Communication Skills,20,38,58,B
IT2026033,1,Digital Electronics,17,36,53,B
IT2026034,1,Python Programming,25,49,74,A
IT2026034,1,Mathematics I,24,51,75,A
IT2026034,1,Communication Skills,22,53,75,A
IT2026034,1,Digital Electronics,26,58,84,A+
IT2026035,1,Python Programming,17,38,55,B
IT2026035,1,Mathematics I,17,39,56,B
IT2026035,1,Communication Skills,17,44,61,B+
IT2026035,1,Digital Electronics,16,37,53,B
IT2026036,1,Python Programming,17,37,54,B
IT2026036,1,Mathematics I,17,35,52,B
IT2026036,1,Communication Skills,15,38,53,B
IT2026036,1,Digital Electronics,15,27,42,C
IT2026037,1,Python Programming,16,42,58,B
IT2026037,1,Mathematics I,19,47,66,B+
IT2026037,1,Communication Skills,15,40,55,B
IT2026037,1,Digital Electronics,16,39,55,B
IT2026038,1,Python Programming,23,48,71,A
IT2026038,1,Mathematics I,22,52,74,A
IT2026038,1,Communication Skills,25,49,74,A
IT2026038,1,Digital Electronics,24,56,80,A+
IT2026039,1,Python Programming,22,44,66,B+
IT2026039,1,Mathematics I,15,42,57,B
IT2026039,1,Communication Skills,18,40,58,B
IT2026039,1,Digital Electronics,22,43,65,B+
IT2026040,1,Python Programming,10,32,42,C
IT2026040,1,Mathematics I,15,36,51,B
IT2026040,1,Communication Skills,18,35,53,B
IT2026040,1,Digital Electronics,10,28,38,F
IT2026041,1,Python Programming,22,43,65,B+
IT2026041,1,Mathematics I,17,40,57,B
IT2026041,1,Communication Skills,19,41,60,B+
IT2026041,1,Digital Electronics,20,45,65,B+
IT2026042,1,Python Programming,15,47,62,B+
IT2026042,1,Mathematics I,16,40,56,B
IT2026042,1,Communication Skills,21,39,60,B+
IT2026042,1,Digital Electronics,17,40,57,B
IT2026043,1,Python Programming,17,40,57,B
IT2026043,1,Mathematics I,21,37,58,B
IT2026043,1,Communication Skills,16,39,55,B
IT2026043,1,Digital Electronics,21,45,66,B+
IT2026044,1,Python Programming,12,35,47,C
IT2026044,1,Mathematics I,11,35,46,C
IT2026044,1,Communication Skills,18,30,48,C
IT2026044,1,Digital Electronics,15,29,44,C
IT2026045,1,Python Programming,18,40,58,B
IT2026045,1,Mathematics I,18,38,56,B
IT2026045,1,Communication Skills,17,36,53,B
IT2026045,1,Digital Electronics,16,43,59,B
IT2026046,1,Python Programming,18,25,43,C
IT2026046,1,Mathematics I,12,34,46,C
IT2026046,1,Communication Skills,12,27,39,F
IT2026046,1,Digital Electronics,12,36,48,C
IT2026047,1,Python Programming,15,41,56,B
IT2026047,1,Mathematics I,18,42,60,B+
IT2026047,1,Communication Skills,19,47,66,B+
IT2026047,1,Digital Electronics,18,43,61,B+
IT2026048,1,Python Programming,19,47,66,B+
IT2026048,1,Mathematics I,18,40,58,B
IT2026048,1,Communication Skills,22,42,64,B+
IT2026048,1,Digital Electronics,21,43,64,B+
IT2026049,1,Python Programming,16,27,43,C
IT2026049,1,Mathematics I,12,38,50,B
IT2026049,1,Communication Skills,10,35,45,C
IT2026049,1,Digital Electronics,15,33,48,C
IT2026050,1,Python Programming,25,56,81,A+
IT2026050,1,Mathematics I,20,52,72,A
IT2026050,1,Communication Skills,26,50,76,A
IT2026050,1,Digital Electronics,23,56,79,A
IT2026051,1,Python Programming,26,54,80,A+
IT2026051,1,Mathematics I,21,55,76,A
IT2026051,1,Communication Skills,20,54,74,A
IT2026051,1,Digital Electronics,23,56,79,A
IT2026052,1,Python Programming,21,54,75,A
IT2026052,1,Mathematics I,22,51,73,A
IT2026052,1,Communication Skills,22,49,71,A
IT2026052,1,Digital Electronics,25,58,83,A+
IT2026053,1,Python Programming,17,37,54,B
IT2026053,1,Mathematics I,19,48,67,B+
IT2026053,1,Communication Skills,17,47,64,B+
IT2026053,1,Digital Electronics,22,44,66,B+
IT2026054,1,Python Programming,16,35,51,B
IT2026054,1,Mathematics I,18,48,66,B+
IT2026054,1,Communication Skills,21,36,57,B
IT2026054,1,Digital Electronics,18,39,57,B
IT2026055,1,Python Programming,15,38,53,B
IT2026055,1,Mathematics I,22,36,58,B
IT2026055,1,Communication Skills,22,44,66,B+
IT2026055,1,Digital Electronics,15,45,60,B+
IT2026056,1,Python Programming,18,46,64,B+
IT2026056,1,Mathematics I,19,41,60,B+
IT2026056,1,Communication Skills,20,38,58,B
IT2026056,1,Digital Electronics,21,37,58,B
IT2026057,1,Python Programming,20,36,56,B
IT2026057,1,Mathematics I,15,41,56,B
IT2026057,1,Communication Skills,15,45,60,B+
IT2026057,1,Digital Electronics,20,39,59,B
IT2026058,1,Python Programming,15,37,52,B
IT2026058,1,Mathematics I,15,28,43,C
IT2026058,1,Communication Skills,11,37,48,C
IT2026058,1,Digital Electronics,15,27,42,C
IT2026059,1,Python Programming,22,56,78,A
IT2026059,1,Mathematics I,26,58,84,A+
IT2026059,1,Communication Skills,26,58,84,A+
IT2026059,1,Digital Electronics,25,55,80,A+
IT2026060,1,Python Programming,17,47,64,B+
IT2026060,1,Mathematics I,16,46,62,B+
IT2026060,1,Communication Skills,15,39,54,B
IT2026060,1,Digital Electronics,15,47,62,B+
IT2025001,2,Data Structures,15,40,55,B
IT2025001,2,Database Management Systems,21,48,69,B+
IT2025001,2,Statistics,22,39,61,B+
IT2025001,2,Web Development,18,39,57,B
IT2025002,2,Data Structures,26,48,74,A
IT2025002,2,Database Management Systems,25,53,78,A
IT2025002,2,Statistics,20,53,73,A
IT2025002,2,Web Development,23,55,78,A
IT2025003,2,Data Structures,20,37,57,B
IT2025003,2,Database Management Systems,22,40,62,B+
IT2025003,2,Statistics,19,47,66,B+
IT2025003,2,Web Development,21,36,57,B
IT2025004,2,Data Structures,17,43,60,B+
IT2025004,2,Database Management Systems,20,36,56,B
IT2025004,2,Statistics,20,45,65,B+
IT2025004,2,Web Development,19,42,61,B+
IT2025005,2,Data Structures,29,68,97,O
IT2025005,2,Database Management Systems,29,69,98,O
IT2025005,2,Statistics,27,56,83,A+
IT2025005,2,Web Development,28,68,96,O
IT2025006,2,Data Structures,25,48,73,A
IT2025006,2,Database Management Systems,25,58,83,A+
IT2025006,2,Statistics,22,56,78,A
IT2025006,2,Web Development,25,58,83,A+
IT2025007,2,Data Structures,15,37,52,B
IT2025007,2,Database Management Systems,22,35,57,B
IT2025007,2,Statistics,16,38,54,B
IT2025007,2,Web Development,20,41,61,B+
IT2025008,2,Data Structures,15,44,59,B
IT2025008,2,Database Management Systems,22,40,62,B+
IT2025008,2,Statistics,22,47,69,B+
IT2025008,2,Web Development,17,43,60,B+
IT2025009,2,Data Structures,21,40,61,B+
IT2025009,2,Database Management Systems,18,36,54,B
IT2025009,2,Statistics,17,42,59,B
IT2025009,2,Web Development,21,43,64,B+
IT2025010,2,Data Structures,26,63,89,A+
IT2025010,2,Database Management Systems,25,64,89,A+
IT2025010,2,Statistics,25,58,83,A+
IT2025010,2,Web Development,30,57,87,A+
IT2025011,2,Data Structures,17,46,63,B+
IT2025011,2,Database Management Systems,16,47,63,B+
IT2025011,2,Statistics,20,46,66,B+
IT2025011,2,Web Development,19,39,58,B
IT2025012,2,Data Structures,17,47,64,B+
IT2025012,2,Database Management Systems,18,36,54,B
IT2025012,2,Statistics,17,38,55,B
IT2025012,2,Web Development,15,40,55,B
IT2025013,2,Data Structures,28,66,94,O
IT2025013,2,Database Management Systems,30,59,89,A+
IT2025013,2,Statistics,24,57,81,A+
IT2025013,2,Web Development,27,70,97,O
IT2025014,2,Data Structures,16,37,53,B
IT2025014,2,Database Management Systems,11,27,38,F
IT2025014,2,Statistics,11,32,43,C
IT2025014,2,Web Development,18,30,48,C
IT2025015,2,Data Structures,17,47,64,B+
IT2025015,2,Database Management Systems,21,43,64,B+
IT2025015,2,Statistics,16,43,59,B
IT2025015,2,Web Development,19,37,56,B
IT2025016,2,Data Structures,22,51,73,A
IT2025016,2,Database Management Systems,24,52,76,A
IT2025016,2,Statistics,20,52,72,A
IT2025016,2,Web Development,25,56,81,A+
IT2025017,2,Data Structures,25,64,89,A+
IT2025017,2,Database Management Systems,28,57,85,A+
IT2025017,2,Statistics,29,60,89,A+
IT2025017,2,Web Development,28,59,87,A+
IT2025018,2,Data Structures,20,48,68,B+
IT2025018,2,Database Management Systems,15,48,63,B+
IT2025018,2,Statistics,16,35,51,B
IT2025018,2,Web Development,19,45,64,B+
IT2025019,2,Data Structures,16,34,50,B
IT2025019,2,Database Management Systems,10,32,42,C
IT2025019,2,Statistics,18,29,47,C
IT2025019,2,Web Development,14,32,46,C
IT2025020,2,Data Structures,21,39,60,B+
IT2025020,2,Database Management Systems,16,46,62,B+
IT2025020,2,Statistics,17,42,59,B
IT2025020,2,Web Development,22,42,64,B+
IT2025021,2,Data Structures,20,44,64,B+
IT2025021,2,Database Management Systems,20,48,68,B+
IT2025021,2,Statistics,20,41,61,B+
IT2025021,2,Web Development,20,43,63,B+
IT2025022,2,Data Structures,11,30,41,C
IT2025022,2,Database Management Systems,17,26,43,C
IT2025022,2,Statistics,17,28,45,C
IT2025022,2,Web Development,11,25,36,F
IT2025023,2,Data Structures,16,38,54,B
IT2025023,2,Database Management Systems,16,28,44,C
IT2025023,2,Statistics,15,34,49,C
IT2025023,2,Web Development,13,37,50,B
IT2025024,2,Data Structures,22,43,65,B+
IT2025024,2,Database Management Systems,22,39,61,B+
IT2025024,2,Statistics,15,36,51,B
IT2025024,2,Web Development,22,38,60,B+
IT2025025,2,Data Structures,15,25,40,C
IT2025025,2,Database Management Systems,14,32,46,C
IT2025025,2,Statistics,17,29,46,C
IT2025025,2,Web Development,10,38,48,C
IT2025026,2,Data Structures,21,37,58,B
IT2025026,2,Database Management Systems,20,47,67,B+
IT2025026,2,Statistics,20,35,55,B
IT2025026,2,Web Development,15,44,59,B
IT2025027,2,Data Structures,21,53,74,A
IT2025027,2,Database Management Systems,22,49,71,A
IT2025027,2,Statistics,24,55,79,A
IT2025027,2,Web Development,24,52,76,A
IT2025028,2,Data Structures,16,37,53,B
IT2025028,2,Database Management Systems,21,40,61,B+
IT2025028,2,Statistics,20,47,67,B+
IT2025028,2,Web Development,18,44,62,B+
IT2025029,2,Data Structures,27,56,83,A+
IT2025029,2,Database Management Systems,24,59,83,A+
IT2025029,2,Statistics,30,70,100,O
IT2025029,2,Web Development,27,59,86,A+
IT2025030,2,Data Structures,18,27,45,C
IT2025030,2,Database Management Systems,15,27,42,C
IT2025030,2,Statistics,14,34,48,C
IT2025030,2,Web Development,18,38,56,B
IT2025031,2,Data Structures,18,32,50,B
IT2025031,2,Database Management Systems,14,32,46,C
IT2025031,2,Statistics,15,30,45,C
IT2025031,2,Web Development,16,34,50,B
IT2025032,2,Data Structures,30,55,85,A+
IT2025032,2,Database Management Systems,27,63,90,O
IT2025032,2,Statistics,30,62,92,O
IT2025032,2,Web Development,28,70,98,O
IT2025033,2,Data Structures,24,58,82,A+
IT2025033,2,Database Management Systems,24,54,78,A
IT2025033,2,Statistics,26,58,84,A+
IT2025033,2,Web Development,20,57,77,A
IT2025034,2,Data Structures,16,38,54,B
IT2025034,2,Database Management Systems,22,40,62,B+
IT2025034,2,Statistics,17,41,58,B
IT2025034,2,Web Development,21,43,64,B+
IT2025035,2,Data Structures,22,48,70,A
IT2025035,2,Database Management Systems,17,43,60,B+
IT2025035,2,Statistics,20,45,65,B+
IT2025035,2,Web Development,21,40,61,B+
IT2025036,2,Data Structures,22,43,65,B+
IT2025036,2,Database Management Systems,20,45,65,B+
IT2025036,2,Statistics,22,38,60,B+
IT2025036,2,Web Development,19,43,62,B+
IT2025037,2,Data Structures,21,52,73,A
IT2025037,2,Database Management Systems,22,51,73,A
IT2025037,2,Statistics,25,55,80,A+
IT2025037,2,Web Development,23,53,76,A
IT2025038,2,Data Structures,26,52,78,A
IT2025038,2,Database Management Systems,20,57,77,A
IT2025038,2,Statistics,24,54,78,A
IT2025038,2,Web Development,26,53,79,A
IT2025039,2,Data Structures,26,50,76,A
IT2025039,2,Database Management Systems,20,52,72,A
IT2025039,2,Statistics,20,53,73,A
IT2025039,2,Web Development,25,52,77,A
IT2025040,2,Data Structures,17,28,45,C
IT2025040,2,Database Management Systems,18,29,47,C
IT2025040,2,Statistics,14,27,41,C
IT2025040,2,Web Development,13,28,41,C
IT2025041,2,Data Structures,18,28,46,C
IT2025041,2,Database Management Systems,13,25,38,F
IT2025041,2,Statistics,16,30,46,C
IT2025041,2,Web Development,11,35,46,C
IT2025042,2,Data Structures,15,43,58,B
IT2025042,2,Database Management Systems,21,45,66,B+
IT2025042,2,Statistics,22,45,67,B+
IT2025042,2,Web Development,19,40,59,B
IT2025043,2,Data Structures,10,37,47,C
IT2025043,2,Database Management Systems,13,33,46,C
IT2025043,2,Statistics,12,31,43,C
IT2025043,2,Web Development,10,38,48,C
IT2025044,2,Data Structures,26,55,81,A+
IT2025044,2,Database Management Systems,25,52,77,A
IT2025044,2,Statistics,20,52,72,A
IT2025044,2,Web Development,24,49,73,A
IT2025045,2,Data Structures,14,32,46,C
IT2025045,2,Database Management Systems,18,33,51,B
IT2025045,2,Statistics,12,38,50,B
IT2025045,2,Web Development,17,29,46,C
IT2025046,2,Data Structures,11,30,41,C
IT2025046,2,Database Management Systems,17,35,52,B
IT2025046,2,Statistics,12,25,37,F
IT2025046,2,Web Development,14,34,48,C
IT2025047,2,Data Structures,25,67,92,O
IT2025047,2,Database Management Systems,28,65,93,O
IT2025047,2,Statistics,27,58,85,A+
IT2025047,2,Web Development,25,70,95,O
IT2025048,2,Data Structures,13,25,38,F
IT2025048,2,Database Management Systems,16,28,44,C
IT2025048,2,Statistics,14,30,44,C
IT2025048,2,Web Development,10,29,39,F
IT2025049,2,Data Structures,22,51,73,A
IT2025049,2,Database Management Systems,25,49,74,A
IT2025049,2,Statistics,22,50,72,A
IT2025049,2,Web Development,25,56,81,A+
IT2025050,2,Data Structures,19,46,65,B+
IT2025050,2,Database Management Systems,19,40,59,B
IT2025050,2,Statistics,18,38,56,B
IT2025050,2,Web Development,22,37,59,B
IT2025051,2,Data Structures,20,41,61,B+
IT2025051,2,Database Management Systems,22,47,69,B+
IT2025051,2,Statistics,18,47,65,B+
IT2025051,2,Web Development,16,43,59,B
IT2025052,2,Data Structures,20,36,56,B
IT2025052,2,Database Management Systems,16,35,51,B
IT2025052,2,Statistics,18,44,62,B+
IT2025052,2,Web Development,17,37,54,B
IT2025053,2,Data Structures,22,36,58,B
IT2025053,2,Database Management Systems,22,36,58,B
IT2025053,2,Statistics,22,47,69,B+
IT2025053,2,Web Development,22,37,59,B
IT2025054,2,Data Structures,27,69,96,O
IT2025054,2,Database Management Systems,24,69,93,O
IT2025054,2,Statistics,30,64,94,O
IT2025054,2,Web Development,27,63,90,O
IT2025055,2,Data Structures,25,51,76,A
IT2025055,2,Database Management Systems,20,48,68,B+
IT2025055,2,Statistics,22,49,71,A
IT2025055,2,Web Development,20,49,69,B+
IT2025056,2,Data Structures,20,52,72,A
IT2025056,2,Database Management Systems,21,50,71,A
IT2025056,2,Statistics,25,58,83,A+
IT2025056,2,Web Development,22,54,76,A
IT2025057,2,Data Structures,21,41,62,B+
IT2025057,2,Database Management Systems,17,45,62,B+
IT2025057,2,Statistics,16,37,53,B
IT2025057,2,Web Development,21,43,64,B+
IT2025058,2,Data Structures,18,48,66,B+
IT2025058,2,Database Management Systems,15,39,54,B
IT2025058,2,Statistics,21,43,64,B+
IT2025058,2,Web Development,18,38,56,B
IT2025059,2,Data Structures,20,37,57,B
IT2025059,2,Database Management Systems,18,46,64,B+
IT2025059,2,Statistics,15,47,62,B+
IT2025059,2,Web Development,15,38,53,B
IT2025060,2,Data Structures,11,26,37,F
IT2025060,2,Database Management Systems,10,32,42,C
IT2025060,2,Statistics,10,28,38,F
IT2025060,2,Web Development,16,32,48,C
IT2024001,3,Python for Data Analytics,18,47,65,B+
IT2024001,3,Operating Systems,17,43,60,B+
IT2024001,3,Computer Networks,18,48,66,B+
IT2024001,3,Software Engineering,20,44,64,B+
IT2024002,3,Python for Data Analytics,15,28,43,C
IT2024002,3,Operating Systems,12,35,47,C
IT2024002,3,Computer Networks,13,31,44,C
IT2024002,3,Software Engineering,14,25,39,F
IT2024003,3,Python for Data Analytics,28,60,88,A+
IT2024003,3,Operating Systems,29,68,97,O
IT2024003,3,Computer Networks,27,56,83,A+
IT2024003,3,Software Engineering,29,67,96,O
IT2024004,3,Python for Data Analytics,22,54,76,A
IT2024004,3,Operating Systems,21,52,73,A
IT2024004,3,Computer Networks,21,56,77,A
IT2024004,3,Software Engineering,21,51,72,A
IT2024005,3,Python for Data Analytics,17,47,64,B+
IT2024005,3,Operating Systems,15,43,58,B
IT2024005,3,Computer Networks,21,43,64,B+
IT2024005,3,Software Engineering,17,41,58,B
IT2024006,3,Python for Data Analytics,19,38,57,B
IT2024006,3,Operating Systems,16,42,58,B
IT2024006,3,Computer Networks,16,43,59,B
IT2024006,3,Software Engineering,15,39,54,B
IT2024007,3,Python for Data Analytics,10,38,48,C
IT2024007,3,Operating Systems,13,37,50,B
IT2024007,3,Computer Networks,18,28,46,C
IT2024007,3,Software Engineering,13,38,51,B
IT2024008,3,Python for Data Analytics,22,48,70,A
IT2024008,3,Operating Systems,21,49,70,A
IT2024008,3,Computer Networks,26,55,81,A+
IT2024008,3,Software Engineering,25,57,82,A+
IT2024009,3,Python for Data Analytics,18,41,59,B
IT2024009,3,Operating Systems,20,47,67,B+
IT2024009,3,Computer Networks,21,42,63,B+
IT2024009,3,Software Engineering,20,39,59,B
IT2024010,3,Python for Data Analytics,20,43,63,B+
IT2024010,3,Operating Systems,22,36,58,B
IT2024010,3,Computer Networks,20,38,58,B
IT2024010,3,Software Engineering,20,41,61,B+
IT2024011,3,Python for Data Analytics,13,36,49,C
IT2024011,3,Operating Systems,10,29,39,F
IT2024011,3,Computer Networks,16,29,45,C
IT2024011,3,Software Engineering,13,30,43,C
IT2024012,3,Python for Data Analytics,21,44,65,B+
IT2024012,3,Operating Systems,22,43,65,B+
IT2024012,3,Computer Networks,19,47,66,B+
IT2024012,3,Software Engineering,22,42,64,B+
IT2024013,3,Python for Data Analytics,15,27,42,C
IT2024013,3,Operating Systems,18,32,50,B
IT2024013,3,Computer Networks,18,35,53,B
IT2024013,3,Software Engineering,18,25,43,C
IT2024014,3,Python for Data Analytics,10,37,47,C
IT2024014,3,Operating Systems,16,27,43,C
IT2024014,3,Computer Networks,13,26,39,F
IT2024014,3,Software Engineering,10,28,38,F
IT2024015,3,Python for Data Analytics,22,40,62,B+
IT2024015,3,Operating Systems,22,45,67,B+
IT2024015,3,Computer Networks,15,35,50,B
IT2024015,3,Software Engineering,21,35,56,B
IT2024016,3,Python for Data Analytics,19,43,62,B+
IT2024016,3,Operating Systems,15,43,58,B
IT2024016,3,Computer Networks,17,36,53,B
IT2024016,3,Software Engineering,17,38,55,B
IT2024017,3,Python for Data Analytics,18,29,47,C
IT2024017,3,Operating Systems,14,37,51,B
IT2024017,3,Computer Networks,11,30,41,C
IT2024017,3,Software Engineering,17,34,51,B
IT2024018,3,Python for Data Analytics,25,51,76,A
IT2024018,3,Operating Systems,25,49,74,A
IT2024018,3,Computer Networks,26,58,84,A+
IT2024018,3,Software Engineering,20,49,69,B+
IT2024019,3,Python for Data Analytics,16,31,47,C
IT2024019,3,Operating Systems,17,25,42,C
IT2024019,3,Computer Networks,10,36,46,C
IT2024019,3,Software Engineering,11,32,43,C
IT2024020,3,Python for Data Analytics,25,53,78,A
IT2024020,3,Operating Systems,26,49,75,A
IT2024020,3,Computer Networks,20,51,71,A
IT2024020,3,Software Engineering,26,57,83,A+
IT2024021,3,Python for Data Analytics,19,35,54,B
IT2024021,3,Operating Systems,19,43,62,B+
IT2024021,3,Computer Networks,15,37,52,B
IT2024021,3,Software Engineering,15,38,53,B
IT2024022,3,Python for Data Analytics,21,54,75,A
IT2024022,3,Operating Systems,22,50,72,A
IT2024022,3,Computer Networks,21,57,78,A
IT2024022,3,Software Engineering,26,54,80,A+
IT2024023,3,Python for Data Analytics,20,41,61,B+
IT2024023,3,Operating Systems,16,43,59,B
IT2024023,3,Computer Networks,15,36,51,B
IT2024023,3,Software Engineering,18,48,66,B+
IT2024024,3,Python for Data Analytics,22,57,79,A
IT2024024,3,Operating Systems,24,57,81,A+
IT2024024,3,Computer Networks,26,53,79,A
IT2024024,3,Software Engineering,25,52,77,A
IT2024025,3,Python for Data Analytics,23,55,78,A
IT2024025,3,Operating Systems,22,56,78,A
IT2024025,3,Computer Networks,23,50,73,A
IT2024025,3,Software Engineering,24,58,82,A+
IT2024026,3,Python for Data Analytics,16,47,63,B+
IT2024026,3,Operating Systems,19,47,66,B+
IT2024026,3,Computer Networks,16,36,52,B
IT2024026,3,Software Engineering,17,41,58,B
IT2024027,3,Python for Data Analytics,21,40,61,B+
IT2024027,3,Operating Systems,16,36,52,B
IT2024027,3,Computer Networks,19,42,61,B+
IT2024027,3,Software Engineering,19,36,55,B
IT2024028,3,Python for Data Analytics,20,50,70,A
IT2024028,3,Operating Systems,23,56,79,A
IT2024028,3,Computer Networks,24,54,78,A
IT2024028,3,Software Engineering,20,49,69,B+
IT2024029,3,Python for Data Analytics,18,26,44,C
IT2024029,3,Operating Systems,15,38,53,B
IT2024029,3,Computer Networks,10,29,39,F
IT2024029,3,Software Engineering,16,37,53,B
IT2024030,3,Python for Data Analytics,29,62,91,O
IT2024030,3,Operating Systems,28,60,88,A+
IT2024030,3,Computer Networks,27,60,87,A+
IT2024030,3,Software Engineering,26,64,90,O
IT2024031,3,Python for Data Analytics,22,37,59,B
IT2024031,3,Operating Systems,17,41,58,B
IT2024031,3,Computer Networks,21,39,60,B+
