Roll_No,Semester,Subject,Attendance
IT2021005,1,Communication Skills,70.9
IT2021005,1,Digital Electronics,76.7
IT2021005,1,Mathematics I,78.2
IT2021005,1,Python Programming,77.0
IT2021005,2,Data Structures,70.4
IT2021005,2,Database Management Systems,73.3
IT2021005,2,Statistics,80.3
IT2021005,2,Web Development,76.2
IT2021005,3,Computer Networks,71.6
IT2021005,3,Operating Systems,77.4
IT2021005,3,Python for Data Analytics,74.4
IT2021005,3,Software Engineering,77.0
IT2021005,4,Artificial Intelligence,71.4
IT2021005,4,Cloud Computing,77.4
IT2021005,4,Data Visualization,77.2
IT2021005,4,Java Programming,75.0
IT2021005,5,Big Data Analytics,70.5
IT2021005,5,Business Intelligence,72.6
IT2021005,5,Cyber Security,74.1
IT2021005,5,Machine Learning,72.1
IT2021005,6,Data Science,73.0
IT2021005,6,Deep Learning,83.0
IT2021005,6,Major Project,74.0
IT2021005,6,Professional Ethics,71.0
IT2021006,1,Communication Skills,88.3
IT2021006,1,Digital Electronics,87.2
IT2021006,1,Mathematics I,82.6
IT2021006,1,Python Programming,86.4
IT2021006,2,Data Structures,89.1
IT2021006,2,Database Management Systems,88.8
IT2021006,2,Statistics,88.0
IT2021006,2,Web Development,85.8
IT2021006,3,Computer Networks,85.2
IT2021006,3,Operating Systems,84.4
IT2021006,3,Python for Data Analytics,85.4
IT2021006,3,Software Engineering,88.2
IT2021006,4,Artificial Intelligence,85.5
IT2021006,4,Cloud Computing,91.1
IT2021006,4,Data Visualization,88.0
IT2021006,4,Java Programming,90.7
IT2021006,5,Big Data Analytics,89.2
IT2021006,5,Business Intelligence,92.3
IT2021006,5,Cyber Security,96.7
IT2021006,5,Machine Learning,87.8
IT2021006,6,Data Science,86.0
IT2021006,6,Deep Learning,94.0
IT2021006,6,Major Project,84.0
IT2021006,6,Professional Ethics,93.0
IT2021007,1,Communication Skills,94.1
IT2021007,1,Digital Electronics,96.1
IT2021007,1,Mathematics I,95.8
IT2021007,1,Python Programming,96.3
IT2021007,2,Data Structures,99.0
IT2021007,2,Database Management Systems,99.0
IT2021007,2,Statistics,97.7
IT2021007,2,Web Development,97.0
IT2021007,3,Computer Networks,92.3
IT2021007,3,Operating Systems,93.7
IT2021007,3,Python for Data Analytics,98.3
IT2021007,3,Software Engineering,95.7
IT2021007,4,Artificial Intelligence,92.5
IT2021007,4,Cloud Computing,97.1
IT2021007,4,Data Visualization,93.6
IT2021007,4,Java Programming,92.1
IT2021007,5,Big Data Analytics,92.5
IT2021007,5,Business Intelligence,89.7
IT2021007,5,Cyber Security,96.1
IT2021007,5,Machine Learning,94.7
IT2021007,6,Data Science,95.0
IT2021007,6,Deep Learning,93.0
IT2021007,6,Major Project,91.0
IT2021007,6,Professional Ethics,100.0
IT2021008,1,Communication Skills,86.4
IT2021008,1,Digital Electronics,95.6
IT2021008,1,Mathematics I,86.8
IT2021008,1,Python Programming,85.6
IT2021008,2,Data Structures,98.4
IT2021008,2,Database Management Systems,90.9
IT2021008,2,Statistics,85.9
IT2021008,2,Web Development,89.7
IT2021008,3,Computer Networks,86.3
IT2021008,3,Operating Systems,89.1
IT2021008,3,Python for Data Analytics,93.4
IT2021008,3,Software Engineering,88.3
IT2021008,4,Artificial Intelligence,89.1
IT2021008,4,Cloud Computing,93.3
IT2021008,4,Data Visualization,86.6
IT2021008,4,Java Programming,85.9
IT2021008,5,Big Data Analytics,89.2
IT2021008,5,Business Intelligence,91.4
IT2021008,5,Cyber Security,91.6
IT2021008,5,Machine Learning,91.0
IT2021008,6,Data Science,93.0
IT2021008,6,Deep Learning,85.0
IT2021008,6,Major Project,88.0
IT2021008,6,Professional Ethics,94.0
IT2021009,1,Communication Skills,68.1
IT2021009,1,Digital Electronics,70.2
IT2021009,1,Mathematics I,68.3
IT2021009,1,Python Programming,70.1
IT2021009,2,Data Structures,72.2
IT2021009,2,Database Management Systems,62.0
IT2021009,2,Statistics,70.0
IT2021009,2,Web Development,67.0
IT2021009,3,Computer Networks,71.4
IT2021009,3,Operating Systems,73.2
IT2021009,3,Python for Data Analytics,68.2
IT2021009,3,Software Engineering,67.9
IT2021009,4,Artificial Intelligence,68.7
IT2021009,4,Cloud Computing,74.7
IT2021009,4,Data Visualization,72.3
IT2021009,4,Java Programming,70.3
IT2021009,5,Big Data Analytics,67.6
IT2021009,5,Business Intelligence,70.6
IT2021009,5,Cyber Security,71.4
IT2021009,5,Machine Learning,69.2
IT2021009,6,Data Science,68.0
IT2021009,6,Deep Learning,61.0
IT2021009,6,Major Project,74.0
IT2021009,6,Professional Ethics,80.0
IT2021010,1,Communication Skills,89.2
IT2021010,1,Digital Electronics,87.4
IT2021010,1,Mathematics I,86.9
IT2021010,1,Python Programming,88.7
IT2021010,2,Data Structures,92.0
IT2021010,2,Database Management Systems,91.1
IT2021010,2,Statistics,89.4
IT2021010,2,Web Development,94.6
IT2021010,3,Computer Networks,87.4
IT2021010,3,Operating Systems,90.1
IT2021010,3,Python for Data Analytics,87.8
IT2021010,3,Software Engineering,89.7
IT2021010,4,Artificial Intelligence,85.5
IT2021010,4,Cloud Computing,81.2
IT2021010,4,Data Visualization,86.1
IT2021010,4,Java Programming,87.2
IT2021010,5,Big Data Analytics,92.5
IT2021010,5,Business Intelligence,94.2
IT2021010,5,Cyber Security,88.5
IT2021010,5,Machine Learning,84.9
IT2021010,6,Data Science,85.0
IT2021010,6,Deep Learning,90.0
IT2021010,6,Major Project,86.0
IT2021010,6,Professional Ethics,92.0
IT2021011,1,Communication Skills,66.5
IT2021011,1,Digital Electronics,68.3
IT2021011,1,Mathematics I,67.5
IT2021011,1,Python Programming,70.9
IT2021011,2,Data Structures,67.7
IT2021011,2,Database Management Systems,64.6
IT2021011,2,Statistics,69.1
IT2021011,2,Web Development,67.5
IT2021011,3,Computer Networks,68.1
IT2021011,3,Operating Systems,71.1
IT2021011,3,Python for Data Analytics,69.9
IT2021011,3,Software Engineering,68.5
IT2021011,4,Artificial Intelligence,65.8
IT2021011,4,Cloud Computing,71.6
IT2021011,4,Data Visualization,66.0
IT2021011,4,Java Programming,67.5
IT2021011,5,Big Data Analytics,67.4
IT2021011,5,Business Intelligence,67.3
IT2021011,5,Cyber Security,64.6
IT2021011,5,Machine Learning,66.9
IT2021011,6,Data Science,72.0
IT2021011,6,Deep Learning,65.0
IT2021011,6,Major Project,68.0
IT2021011,6,Professional Ethics,64.0
IT2021012,1,Communication Skills,74.2
IT2021012,1,Digital Electronics,80.2
IT2021012,1,Mathematics I,75.7
IT2021012,1,Python Programming,79.0
IT2021012,2,Data Structures,74.6
IT2021012,2,Database Management Systems,73.7
IT2021012,2,Statistics,74.5
IT2021012,2,Web Development,77.5
IT2021012,3,Computer Networks,76.8
IT2021012,3,Operating Systems,80.0
IT2021012,3,Python for Data Analytics,78.6
IT2021012,3,Software Engineering,79.1
IT2021012,4,Artificial Intelligence,75.7
IT2021012,4,Cloud Computing,75.2
IT2021012,4,Data Visualization,78.9
IT2021012,4,Java Programming,72.5
IT2021012,5,Big Data Analytics,75.4
IT2021012,5,Business Intelligence,75.8
IT2021012,5,Cyber Security,75.3
IT2021012,5,Machine Learning,78.8
IT2021012,6,Data Science,84.0
IT2021012,6,Deep Learning,78.0
IT2021012,6,Major Project,74.0
IT2021012,6,Professional Ethics,71.0
IT2021013,1,Communication Skills,76.1
IT2021013,1,Digital Electronics,69.0
IT2021013,1,Mathematics I,59.7
IT2021013,1,Python Programming,69.7
IT2021013,2,Data Structures,65.5
IT2021013,2,Database Management Systems,68.8
IT2021013,2,Statistics,71.7
IT2021013,2,Web Development,71.7
IT2021013,3,Computer Networks,69.8
IT2021013,3,Operating Systems,67.7
IT2021013,3,Python for Data Analytics,68.0
IT2021013,3,Software Engineering,70.3
IT2021013,4,Artificial Intelligence,67.5
IT2021013,4,Cloud Computing,67.7
IT2021013,4,Data Visualization,67.8
IT2021013,4,Java Programming,73.9
IT2021013,5,Big Data Analytics,65.4
IT2021013,5,Business Intelligence,67.0
IT2021013,5,Cyber Security,71.7
IT2021013,5,Machine Learning,66.0
IT2021013,6,Data Science,62.0
IT2021013,6,Deep Learning,78.0
IT2021013,6,Major Project,67.0
IT2021013,6,Professional Ethics,62.0
IT2021014,1,Communication Skills,88.6
IT2021014,1,Digital Electronics,85.5
IT2021014,1,Mathematics I,83.0
IT2021014,1,Python Programming,91.4
IT2021014,2,Data Structures,86.5
IT2021014,2,Database Management Systems,81.7
IT2021014,2,Statistics,90.4
IT2021014,2,Web Development,84.3
IT2021014,3,Computer Networks,87.5
IT2021014,3,Operating Systems,91.5
IT2021014,3,Python for Data Analytics,88.1
IT2021014,3,Software Engineering,89.5
IT2021014,4,Artificial Intelligence,92.9
IT2021014,4,Cloud Computing,86.8
IT2021014,4,Data Visualization,92.0
IT2021014,4,Java Programming,82.1
IT2021014,5,Big Data Analytics,83.6
IT2021014,5,Business Intelligence,86.8
IT2021014,5,Cyber Security,84.8
IT2021014,5,Machine Learning,81.3
IT2021014,6,Data Science,90.0
IT2021014,6,Deep Learning,84.0
IT2021014,6,Major Project,87.0
IT2021014,6,Professional Ethics,92.0
IT2021015,1,Communication Skills,85.1
IT2021015,1,Digital Electronics,78.5
IT2021015,1,Mathematics I,77.7
IT2021015,1,Python Programming,74.7
IT2021015,2,Data Structures,85.7
IT2021015,2,Database Management Systems,79.4
IT2021015,2,Statistics,80.7
IT2021015,2,Web Development,80.9
IT2021015,3,Computer Networks,80.3
IT2021015,3,Operating Systems,78.1
IT2021015,3,Python for Data Analytics,81.2
IT2021015,3,Software Engineering,79.7
IT2021015,4,Artificial Intelligence,74.4
IT2021015,4,Cloud Computing,79.3
IT2021015,4,Data Visualization,79.7
IT2021015,4,Java Programming,80.9
IT2021015,5,Big Data Analytics,82.4
IT2021015,5,Business Intelligence,83.8
IT2021015,5,Cyber Security,82.5
IT2021015,5,Machine Learning,77.2
IT2021015,6,Data Science,89.0
IT2021015,6,Deep Learning,81.0
IT2021015,6,Major Project,70.0
IT2021015,6,Professional Ethics,81.0
IT2021016,1,Communication Skills,74.9
IT2021016,1,Digital Electronics,81.9
IT2021016,1,Mathematics I,80.9
IT2021016,1,Python Programming,81.4
IT2021016,2,Data Structures,76.7
IT2021016,2,Database Management Systems,83.5
IT2021016,2,Statistics,81.0
IT2021016,2,Web Development,79.4
IT2021016,3,Computer Networks,86.3
IT2021016,3,Operating Systems,82.5
IT2021016,3,Python for Data Analytics,77.5
IT2021016,3,Software Engineering,78.7
IT2021016,4,Artificial Intelligence,85.4
IT2021016,4,Cloud Computing,82.0
IT2021016,4,Data Visualization,78.9
IT2021016,4,Java Programming,81.2
IT2021016,5,Big Data Analytics,86.7
IT2021016,5,Business Intelligence,84.7
IT2021016,5,Cyber Security,78.2
IT2021016,5,Machine Learning,86.9
IT2021016,6,Data Science,80.0
IT2021016,6,Deep Learning,89.0
IT2021016,6,Major Project,73.0
IT2021016,6,Professional Ethics,87.0
IT2021017,1,Communication Skills,78.9
IT2021017,1,Digital Electronics,84.2
IT2021017,1,Mathematics I,80.2
IT2021017,1,Python Programming,80.6
IT2021017,2,Data Structures,85.7
IT2021017,2,Database Management Systems,76.3
IT2021017,2,Statistics,80.7
IT2021017,2,Web Development,80.7
IT2021017,3,Computer Networks,80.1
IT2021017,3,Operating Systems,73.9
IT2021017,3,Python for Data Analytics,78.1
IT2021017,3,Software Engineering,78.9
IT2021017,4,Artificial Intelligence,79.2
IT2021017,4,Cloud Computing,80.0
IT2021017,4,Data Visualization,83.3
IT2021017,4,Java Programming,75.9
IT2021017,5,Big Data Analytics,75.8
IT2021017,5,Business Intelligence,83.8
IT2021017,5,Cyber Security,81.7
IT2021017,5,Machine Learning,79.8
IT2021017,6,Data Science,86.0
IT2021017,6,Deep Learning,86.0
IT2021017,6,Major Project,71.0
IT2021017,6,Professional Ethics,76.0
IT2021018,1,Communication Skills,74.8
IT2021018,1,Digital Electronics,68.7
IT2021018,1,Mathematics I,78.0
IT2021018,1,Python Programming,69.8
IT2021018,2,Data Structures,72.7
IT2021018,2,Database Management Systems,69.7
IT2021018,2,Statistics,74.9
IT2021018,2,Web Development,71.5
IT2021018,3,Computer Networks,68.6
IT2021018,3,Operating Systems,76.2
IT2021018,3,Python for Data Analytics,73.6
IT2021018,3,Software Engineering,72.6
IT2021018,4,Artificial Intelligence,75.6
IT2021018,4,Cloud Computing,74.2
IT2021018,4,Data Visualization,71.7
IT2021018,4,Java Programming,70.1
IT2021018,5,Big Data Analytics,73.0
IT2021018,5,Business Intelligence,71.3
IT2021018,5,Cyber Security,77.9
IT2021018,5,Machine Learning,71.7
IT2021018,6,Data Science,77.0
IT2021018,6,Deep Learning,62.0
IT2021018,6,Major Project,80.0
IT2021018,6,Professional Ethics,80.0
IT2021019,1,Communication Skills,79.0
IT2021019,1,Digital Electronics,82.9
IT2021019,1,Mathematics I,78.6
IT2021019,1,Python Programming,79.6
IT2021019,2,Data Structures,77.8
IT2021019,2,Database Management Systems,72.3
IT2021019,2,Statistics,79.3
IT2021019,2,Web Development,81.0
IT2021019,3,Computer Networks,84.3
IT2021019,3,Operating Systems,82.3
IT2021019,3,Python for Data Analytics,81.0
IT2021019,3,Software Engineering,80.6
IT2021019,4,Artificial Intelligence,82.5
IT2021019,4,Cloud Computing,79.1
IT2021019,4,Data Visualization,79.0
IT2021019,4,Java Programming,81.9
IT2021019,5,Big Data Analytics,81.8
IT2021019,5,Business Intelligence,80.7
IT2021019,5,Cyber Security,80.4
IT2021019,5,Machine Learning,82.9
IT2021019,6,Data Science,87.0
IT2021019,6,Deep Learning,83.0
IT2021019,6,Major Project,72.0
IT2021019,6,Professional Ethics,84.0
IT2021020,1,Communication Skills,79.2
IT2021020,1,Digital Electronics,75.2
IT2021020,1,Mathematics I,68.4
IT2021020,1,Python Programming,74.0
IT2021020,2,Data Structures,73.7
IT2021020,2,Database Management Systems,76.0
IT2021020,2,Statistics,82.7
IT2021020,2,Web Development,78.4
IT2021020,3,Computer Networks,75.1
IT2021020,3,Operating Systems,76.8
IT2021020,3,Python for Data Analytics,67.6
IT2021020,3,Software Engineering,77.3
IT2021020,4,Artificial Intelligence,73.2
IT2021020,4,Cloud Computing,74.2
IT2021020,4,Data Visualization,78.8
IT2021020,4,Java Programming,72.9
IT2021020,5,Big Data Analytics,76.9
IT2021020,5,Business Intelligence,73.1
IT2021020,5,Cyber Security,71.9
IT2021020,5,Machine Learning,79.9
IT2021020,6,Data Science,75.0
IT2021020,6,Deep Learning,72.0
IT2021020,6,Major Project,72.0
IT2021020,6,Professional Ethics,83.0
IT2021021,1,Communication Skills,78.3
IT2021021,1,Digital Electronics,69.1
IT2021021,1,Mathematics I,71.9
IT2021021,1,Python Programming,67.4
IT2021021,2,Data Structures,75.0
IT2021021,2,Database Management Systems,77.9
IT2021021,2,Statistics,75.8
IT2021021,2,Web Development,69.9
IT2021021,3,Computer Networks,69.8
IT2021021,3,Operating Systems,72.8
IT2021021,3,Python for Data Analytics,76.1
IT2021021,3,Software Engineering,80.4
IT2021021,4,Artificial Intelligence,73.3
IT2021021,4,Cloud Computing,73.7
IT2021021,4,Data Visualization,74.5
IT2021021,4,Java Programming,72.1
IT2021021,5,Big Data Analytics,64.4
IT2021021,5,Business Intelligence,73.8
IT2021021,5,Cyber Security,75.2
IT2021021,5,Machine Learning,73.8
IT2021021,6,Data Science,70.0
IT2021021,6,Deep Learning,80.0
IT2021021,6,Major Project,63.0
IT2021021,6,Professional Ethics,80.0
IT2021022,1,Communication Skills,88.5
IT2021022,1,Digital Electronics,82.9
IT2021022,1,Mathematics I,86.3
IT2021022,1,Python Programming,80.0
IT2021022,2,Data Structures,87.7
IT2021022,2,Database Management Systems,84.8
IT2021022,2,Statistics,83.4
IT2021022,2,Web Development,85.3
IT2021022,3,Computer Networks,85.3
IT2021022,3,Operating Systems,83.7
IT2021022,3,Python for Data Analytics,93.8
IT2021022,3,Software Engineering,82.5
IT2021022,4,Artificial Intelligence,83.6
IT2021022,4,Cloud Computing,90.6
IT2021022,4,Data Visualization,89.0
IT2021022,4,Java Programming,88.9
IT2021022,5,Big Data Analytics,83.0
IT2021022,5,Business Intelligence,88.8
IT2021022,5,Cyber Security,83.3
IT2021022,5,Machine Learning,87.1
IT2021022,6,Data Science,82.0
IT2021022,6,Deep Learning,83.0
IT2021022,6,Major Project,87.0
IT2021022,6,Professional Ethics,86.0
IT2021023,1,Communication Skills,77.0
IT2021023,1,Digital Electronics,80.1
IT2021023,1,Mathematics I,79.1
IT2021023,1,Python Programming,84.1
IT2021023,2,Data Structures,79.8
IT2021023,2,Database Management Systems,74.9
IT2021023,2,Statistics,77.0
IT2021023,2,Web Development,80.4
IT2021023,3,Computer Networks,79.5
IT2021023,3,Operating Systems,82.4
IT2021023,3,Python for Data Analytics,81.1
IT2021023,3,Software Engineering,75.4
IT2021023,4,Artificial Intelligence,78.7
IT2021023,4,Cloud Computing,78.2
IT2021023,4,Data Visualization,81.8
IT2021023,4,Java Programming,81.2
IT2021023,5,Big Data Analytics,74.6
IT2021023,5,Business Intelligence,83.2
IT2021023,5,Cyber Security,78.7
IT2021023,5,Machine Learning,84.7
IT2021023,6,Data Science,84.0
IT2021023,6,Deep Learning,72.0
IT2021023,6,Major Project,70.0
IT2021023,6,Professional Ethics,87.0
IT2021024,1,Communication Skills,80.1
IT2021024,1,Digital Electronics,83.5
IT2021024,1,Mathematics I,84.6
IT2021024,1,Python Programming,80.6
IT2021024,2,Data Structures,81.4
IT2021024,2,Database Management Systems,79.4
IT2021024,2,Statistics,80.1
IT2021024,2,Web Development,79.3
IT2021024,3,Computer Networks,82.3
IT2021024,3,Operating Systems,81.8
IT2021024,3,Python for Data Analytics,81.0
IT2021024,3,Software Engineering,76.5
IT2021024,4,Artificial Intelligence,80.3
IT2021024,4,Cloud Computing,76.0
IT2021024,4,Data Visualization,77.2
IT2021024,4,Java Programming,82.1
IT2021024,5,Big Data Analytics,86.4
IT2021024,5,Business Intelligence,80.8
IT2021024,5,Cyber Security,80.0
IT2021024,5,Machine Learning,82.8
IT2021024,6,Data Science,74.0
IT2021024,6,Deep Learning,82.0
IT2021024,6,Major Project,81.0
IT2021024,6,Professional Ethics,87.0
IT2021025,1,Communication Skills,89.1
IT2021025,1,Digital Electronics,86.7
IT2021025,1,Mathematics I,83.5
IT2021025,1,Python Programming,85.3
IT2021025,2,Data Structures,84.7
IT2021025,2,Database Management Systems,89.1
IT2021025,2,Statistics,85.7
IT2021025,2,Web Development,92.8
IT2021025,3,Computer Networks,88.3
IT2021025,3,Operating Systems,85.1
IT2021025,3,Python for Data Analytics,87.6
IT2021025,3,Software Engineering,85.4
IT2021025,4,Artificial Intelligence,81.9
IT2021025,4,Cloud Computing,83.1
IT2021025,4,Data Visualization,85.5
IT2021025,4,Java Programming,88.9
IT2021025,5,Big Data Analytics,86.0
IT2021025,5,Business Intelligence,89.9
IT2021025,5,Cyber Security,86.5
IT2021025,5,Machine Learning,81.8
IT2021025,6,Data Science,91.0
IT2021025,6,Deep Learning,82.0
IT2021025,6,Major Project,90.0
IT2021025,6,Professional Ethics,85.0
IT2021026,1,Communication Skills,74.9
IT2021026,1,Digital Electronics,80.1
IT2021026,1,Mathematics I,77.0
IT2021026,1,Python Programming,78.1
IT2021026,2,Data Structures,77.3
IT2021026,2,Database Management Systems,75.8
IT2021026,2,Statistics,76.1
IT2021026,2,Web Development,81.4
IT2021026,3,Computer Networks,76.7
IT2021026,3,Operating Systems,79.4
IT2021026,3,Python for Data Analytics,81.3
IT2021026,3,Software Engineering,81.5
IT2021026,4,Artificial Intelligence,80.5
IT2021026,4,Cloud Computing,76.5
IT2021026,4,Data Visualization,71.3
IT2021026,4,Java Programming,79.4
IT2021026,5,Big Data Analytics,76.8
IT2021026,5,Business Intelligence,82.2
IT2021026,5,Cyber Security,74.5
IT2021026,5,Machine Learning,69.9
IT2021026,6,Data Science,75.0
IT2021026,6,Deep Learning,83.0
IT2021026,6,Major Project,78.0
IT2021026,6,Professional Ethics,75.0
IT2021027,1,Communication Skills,90.6
IT2021027,1,Digital Electronics,97.2
IT2021027,1,Mathematics I,86.3
IT2021027,1,Python Programming,84.2
IT2021027,2,Data Structures,82.3
IT2021027,2,Database Management Systems,78.3
IT2021027,2,Statistics,86.1
IT2021027,2,Web Development,87.0
IT2021027,3,Computer Networks,87.6
IT2021027,3,Operating Systems,86.1
IT2021027,3,Python for Data Analytics,86.4
IT2021027,3,Software Engineering,83.4
IT2021027,4,Artificial Intelligence,80.9
IT2021027,4,Cloud Computing,88.2
IT2021027,4,Data Visualization,83.6
IT2021027,4,Java Programming,92.4
IT2021027,5,Big Data Analytics,85.3
IT2021027,5,Business Intelligence,91.7
IT2021027,5,Cyber Security,85.7
IT2021027,5,Machine Learning,82.2
IT2021027,6,Data Science,89.0
IT2021027,6,Deep Learning,95.0
IT2021027,6,Major Project,83.0
IT2021027,6,Professional Ethics,83.0
IT2021028,1,Communication Skills,67.3
IT2021028,1,Digital Electronics,69.6
IT2021028,1,Mathematics I,74.9
IT2021028,1,Python Programming,73.2
IT2021028,2,Data Structures,73.3
IT2021028,2,Database Management Systems,70.1
IT2021028,2,Statistics,75.7
IT2021028,2,Web Development,72.8
IT2021028,3,Computer Networks,64.7
IT2021028,3,Operating Systems,73.4
IT2021028,3,Python for Data Analytics,71.3
IT2021028,3,Software Engineering,71.3
IT2021028,4,Artificial Intelligence,69.7
IT2021028,4,Cloud Computing,72.1
IT2021028,4,Data Visualization,74.3
IT2021028,4,Java Programming,73.0
IT2021028,5,Big Data Analytics,70.1
IT2021028,5,Business Intelligence,70.0
IT2021028,5,Cyber Security,70.9
IT2021028,5,Machine Learning,69.6
IT2021028,6,Data Science,71.0
IT2021028,6,Deep Learning,66.0
IT2021028,6,Major Project,80.0
IT2021028,6,Professional Ethics,69.0
IT2021029,1,Communication Skills,97.5
IT2021029,1,Digital Electronics,99.0
IT2021029,1,Mathematics I,95.0
IT2021029,1,Python Programming,95.6
IT2021029,2,Data Structures,94.2
IT2021029,2,Database Management Systems,93.9
IT2021029,2,Statistics,94.1
IT2021029,2,Web Development,99.0
IT2021029,3,Computer Networks,93.3
IT2021029,3,Operating Systems,94.6
IT2021029,3,Python for Data Analytics,93.5
IT2021029,3,Software Engineering,92.0
IT2021029,4,Artificial Intelligence,91.0
IT2021029,4,Cloud Computing,94.5
IT2021029,4,Data Visualization,95.1
IT2021029,4,Java Programming,89.1
IT2021029,5,Big Data Analytics,94.9
IT2021029,5,Business Intelligence,95.6
IT2021029,5,Cyber Security,99.0
IT2021029,5,Machine Learning,96.3
IT2021029,6,Data Science,97.0
IT2021029,6,Deep Learning,93.0
IT2021029,6,Major Project,99.0
IT2021029,6,Professional Ethics,95.0
IT2021030,1,Communication Skills,73.9
IT2021030,1,Digital Electronics,76.6
IT2021030,1,Mathematics I,73.0
IT2021030,1,Python Programming,76.5
IT2021030,2,Data Structures,76.9
IT2021030,2,Database Management Systems,71.4
IT2021030,2,Statistics,74.5
IT2021030,2,Web Development,76.1
IT2021030,3,Computer Networks,73.7
IT2021030,3,Operating Systems,72.3
IT2021030,3,Python for Data Analytics,76.5
IT2021030,3,Software Engineering,76.1
IT2021030,4,Artificial Intelligence,72.6
IT2021030,4,Cloud Computing,74.1
IT2021030,4,Data Visualization,73.5
IT2021030,4,Java Programming,75.6
IT2021030,5,Big Data Analytics,78.6
IT2021030,5,Business Intelligence,78.8
IT2021030,5,Cyber Security,76.0
IT2021030,5,Machine Learning,74.2
IT2021030,6,Data Science,77.0
IT2021030,6,Deep Learning,70.0
IT2021030,6,Major Project,81.0
IT2021030,6,Professional Ethics,80.0
IT2021031,1,Communication Skills,66.1
IT2021031,1,Digital Electronics,68.5
IT2021031,1,Mathematics I,74.3
IT2021031,1,Python Programming,74.1
IT2021031,2,Data Structures,70.1
IT2021031,2,Database Management Systems,71.6
IT2021031,2,Statistics,72.0
IT2021031,2,Web Development,66.8
IT2021031,3,Computer Networks,67.9
IT2021031,3,Operating Systems,70.3
IT2021031,3,Python for Data Analytics,70.6
